Day,HomeTeam,AwayTeam,Weight
152,26,10,1.0560758000000001
152,16,12,0.448656
152,27,14,1.3797472000000002
152,8,20,1.0105914
152,13,24,0.8957598000000001
153,7,4,0.4301966
153,25,8,0.35310519999999995
153,23,9,0.3848406
153,22,12,0.23544869999999998
153,29,13,0.41512699999999997
153,27,15,0.3616198
153,19,17,0.40511739999999996
153,28,18,0.3890036
153,1,20,0.7181542999999999
153,3,30,0.41025789999999995
154,22,4,0.040754
154,19,9,0.06939
154,29,25,0.02909
154,15,30,0.086758
155,12,1,0.1595328
155,26,5,0.260196
155,23,7,0.3736476
155,27,17,0.2933976
156,30,2,0.4466985
156,8,3,0.41490000000000005
156,10,11,0.642447
156,25,16,0.175035
156,14,18,0.8213220000000001
156,21,19,0.24336
156,1,20,0.4683615
156,13,22,0.29685
156,29,24,0.2781915
156,6,28,0.25505099999999997
157,15,5,0.2778202
157,7,12,0.34811839999999994
157,23,17,0.38369799999999993
157,27,26,0.24585819999999997
158,9,1,0.204838
158,13,4,0.4195338
158,16,14,1.1996730999999998
158,25,18,0.32807659999999994
158,8,19,0.40060709999999994
158,29,20,0.6077865
158,21,22,0.34807049999999995
158,15,24,0.5165409
158,6,28,0.39107819999999993
158,2,30,0.6849376999999999
159,12,2,0.8713172
159,6,5,0.7118176
159,24,8,0.805727
159,7,10,1.3321646
159,17,14,1.4570166
159,20,16,0.9148256
159,3,18,0.6908668
159,11,21,0.55523
159,13,23,0.7975188000000001
159,26,27,0.4565938
160,17,1,0.4503607
160,30,5,0.42671669999999995
160,10,9,0.8471359999999999
160,28,11,0.31097149999999996
160,19,12,0.2605302
160,3,22,0.3900248
160,4,23,0.34406159999999997
160,7,25,0.4434100999999999
160,15,26,0.271538
160,27,29,0.27163919999999997
161,29,9,0.041075
161,30,19,0.075951
161,28,22,0.07299
161,4,25,0.031006
162,27,3,0.2986092
162,13,6,0.3539328
162,24,7,0.4189896
162,1,12,0.1595328
163,23,2,0.5967585
163,10,4,0.5258835
163,1,5,0.3109605
163,8,11,0.3382305
163,19,14,0.6934665
163,26,16,0.249807
163,30,17,0.26104499999999997
163,15,20,0.4550655
163,21,25,0.21237899999999998
163,18,29,0.20247149999999997
164,27,6,0.32558119999999996
164,24,7,0.4888212
164,13,12,0.341628
164,3,28,0.2608438
165,23,4,0.34406159999999997
165,9,5,0.41162639999999995
165,1,16,0.36113449999999997
165,30,18,0.37073239999999996
165,11,19,0.2975464
165,15,20,0.6977671
165,29,21,0.30802749999999995
165,2,22,0.6647045999999999
165,10,25,0.8195705
165,26,28,0.26010469999999997
166,6,2,1.0037196
166,11,3,0.6026566
166,17,5,0.7428616000000001
166,21,7,0.7738198000000001
166,8,10,1.2300782000000001
166,16,12,0.448656
166,26,18,0.500474
166,13,20,1.1006242
166,27,23,0.6353152000000001
166,14,24,1.5548754000000002
167,27,4,0.27604599999999996
167,25,6,0.3301512
167,3,9,0.39516759999999995
167,22,12,0.23544869999999998
167,29,13,0.41512699999999997
167,8,14,1.2843889999999998
167,7,15,0.5157704
167,30,17,0.40026899999999993
167,24,19,0.4916847999999999
167,1,28,0.2382018
168,15,9,0.080197
168,30,22,0.065046
168,19,25,0.057405
168,4,29,0.023344
169,14,5,0.6862668
169,20,7,0.5135424
169,13,10,0.609282
169,2,24,0.5227488
170,23,1,0.293493
170,24,10,0.7690589999999999
170,14,11,0.7704314999999999
170,3,12,0.323544
170,2,13,0.6459795
170,5,16,0.370383
170,7,17,0.46728000000000003
170,6,20,0.5680635
170,8,21,0.3875385
170,18,27,0.347484
171,25,15,0.09549679999999999
171,1,22,0.12155359999999998
171,4,26,0.11319559999999998
171,29,28,0.07781199999999999
172,3,2,0.9253566999999999
172,24,5,0.7437141999999999
172,11,8,0.5186200999999999
172,27,10,1.0243027
172,20,12,0.7539054999999999
172,13,16,0.6166093
172,6,17,0.6032370999999999
172,14,18,1.2593604
172,7,21,0.6845329
172,26,23,0.4719255
174,6,2,0.8879058
174,27,8,0.5578373999999999
174,17,12,0.4861119
174,13,14,1.3640333999999998
174,10,16,1.0034302
174,7,18,0.6869594
174,3,20,0.9084816
174,11,21,0.49116499999999996
174,5,23,0.6568087
174,26,24,0.558831
